ID,请求ID,AccessKey名称,模型,消耗token,类型,金额（元）,时间
633132,tk-20260518160748-56wrn3,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 16:07:48"
633129,tk-20260518160743-taawb5,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:07:43"
632968,tk-20260518160638-izr7q9,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 16:06:38"
632961,tk-20260518160621-p9lo1y,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:06:21"
632951,tk-20260518160617-68r0yp,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 16:06:17"
632928,tk-20260518160547-ycu4p6,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 16:05:47"
633043,tk-20260518160540-24ah7d,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:05:40"
633038,tk-20260518160531-5pesr2,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 16:05:31"
632911,tk-20260518160517-hyfwuu,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:05:17"
633024,tk-20260518160517-r7lc5y,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:05:17"
632907,tk-20260518160512-xf41i1,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:05:12"
633283,tk-20260518160512-jmp561,MX,seedance2.0,152100,消费,-6.9966,"2026-05-18 16:05:12"
633018,tk-20260518160449-2gus6n,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:04:49"
632890,tk-20260518160444-g79kle,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:04:44"
632875,tk-20260518160420-98zlek,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:04:20"
633246,tk-20260518160406-7jr48x,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:04:06"
632866,tk-20260518160404-k7pal6,MX,seedance2.0,108900,消费,-5.0094,"2026-05-18 16:04:04"
632859,tk-20260518160355-3h4zgb,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:03:55"
632974,tk-20260518160345-j332s1,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 16:03:45"
632967,tk-20260518160340-c3u4q1,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 16:03:40"
632960,tk-20260518160328-4euxjc,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:03:28"
632825,tk-20260518160302-f7lzsk,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:03:02"
632810,tk-20260518160240-i8aswm,MX,seedance2.0,195300,消费,-8.9838,"2026-05-18 16:02:40"
632808,tk-20260518160231-e06l88,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 16:02:31"
632801,tk-20260518160220-oqdxjf,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:02:20"
632898,tk-20260518160200-m4h7l8,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:02:00"
632895,tk-20260518160158-ymcsxc,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:01:58"
632784,tk-20260518160152-il5kqi,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:01:52"
632776,tk-20260518160136-uxkuzv,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 16:01:36"
632765,tk-20260518160129-ib2gyv,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:01:29"
632760,tk-20260518160116-qtusdb,MX,seedance2.0,152100,消费,-6.9966,"2026-05-18 16:01:16"
632863,tk-20260518160107-3x7p53,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 16:01:07"
632862,tk-20260518160104-q30on5,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:01:04"
632757,tk-20260518160102-w78r59,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 16:01:02"
632747,tk-20260518160049-mcng08,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 16:00:49"
632843,tk-20260518160037-2rozbt,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 16:00:37"
632940,tk-20260518160001-1qttab,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 16:00:01"
632818,tk-20260518155952-2b8xqs,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:59:52"
632814,tk-20260518155950-5ha7hc,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:59:50"
632700,tk-20260518155946-t088iv,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:59:46"
632695,tk-20260518155942-vlgcmc,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:59:42"
632685,tk-20260518155930-e74ma0,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:59:30"
632686,tk-20260518155930-q0okmx,MX,seedance2.0,152100,消费,-6.9966,"2026-05-18 15:59:30"
632666,tk-20260518155905-mfkjik,MX,seedance2.0,110902,消费,-5.1014,"2026-05-18 15:59:05"
632766,tk-20260518155827-pa4o85,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:58:27"
632636,tk-20260518155823-0mn78a,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:58:23"
632634,tk-20260518155821-a86fuc,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:58:21"
632763,tk-20260518155820-aovilm,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:58:20"
632606,tk-20260518155738-0ouaid,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:57:38"
632596,tk-20260518155728-usf9ju,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:57:28"
632743,tk-20260518155728-fqty17,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:57:28"
632727,tk-20260518155712-o9vugd,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:57:12"
632586,tk-20260518155704-ap55ys,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 15:57:04"
632715,tk-20260518155653-icv1hl,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:56:53"
632699,tk-20260518155646-6ekfav,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:56:46"
632679,tk-20260518155622-52ko5g,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:56:22"
632675,tk-20260518155614-1queqe,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:56:14"
632792,tk-20260518155605-9pdc31,MX,seedance2.0,238500,消费,-10.9710,"2026-05-18 15:56:05"
632533,tk-20260518155555-g6o6jg,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:55:55"
632656,tk-20260518155553-dtv1yu,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:55:53"
632654,tk-20260518155550-lpzuzf,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:55:50"
632653,tk-20260518155543-bi0yrt,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:55:43"
632646,tk-20260518155530-e1v91k,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:55:30"
632509,tk-20260518155528-dndnge,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 15:55:28"
632510,tk-20260518155528-gbitim,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 15:55:28"
632644,tk-20260518155527-q3d7ve,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:55:27"
632631,tk-20260518155513-435svu,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:55:13"
632628,tk-20260518155506-ei95cp,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:55:06"
632620,tk-20260518155500-vt4unk,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:55:00"
632613,tk-20260518155446-q6l1bw,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:54:46"
632612,tk-20260518155435-231v4o,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:54:35"
632590,tk-20260518155415-5i8sk3,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:54:15"
632584,tk-20260518155403-w2a2av,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:54:03"
632714,tk-20260518155400-m38epd,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:54:00"
632575,tk-20260518155359-5j1apn,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:53:59"
632432,tk-20260518155331-uc9qg7,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 15:53:31"
632545,tk-20260518155311-9ft10y,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:53:11"
632541,tk-20260518155307-oxvxrs,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:53:07"
632539,tk-20260518155301-xsvoxz,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:53:01"
632535,tk-20260518155257-bxti08,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:52:57"
632531,tk-20260518155251-3r2uwh,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:52:51"
632538,tk-20260518155251-rud2u6,MX,seedance2.0,173700,消费,-7.9902,"2026-05-18 15:52:51"
632394,tk-20260518155246-dvcfff,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 15:52:46"
632392,tk-20260518155242-lckjf4,MX,seedance2.0,152100,消费,-6.9966,"2026-05-18 15:52:42"
632379,tk-20260518155218-mayeij,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:52:18"
632486,tk-20260518155131-tl11f8,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 15:51:31"
632473,tk-20260518155125-dtamgo,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:51:25"
632484,tk-20260518155125-nu62yj,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:51:25"
632485,tk-20260518155125-37z2il,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:51:25"
632471,tk-20260518155118-nvp3ge,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:51:18"
632465,tk-20260518155113-pq15nz,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:51:13"
632325,tk-20260518155108-wc9oa6,MX,seedance2.0,108900,消费,-5.0094,"2026-05-18 15:51:08"
632458,tk-20260518155106-ek4x2t,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:51:06"
632304,tk-20260518155104-piidri,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 15:51:04"
632457,tk-20260518155100-jtdclc,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 15:51:00"
632442,tk-20260518155047-gygckx,MX,seedance2.0,303300,消费,-13.9518,"2026-05-18 15:50:47"
632435,tk-20260518155032-dp907l,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 15:50:32"
632423,tk-20260518155020-cwln6q,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:50:20"
632262,tk-20260518155011-m05p9y,MX,seedance2.0,152100,消费,-6.9966,"2026-05-18 15:50:11"
632240,tk-20260518154940-gcu1vk,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:49:40"
632391,tk-20260518154940-ks7bxs,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:49:40"
632233,tk-20260518154932-und2ry,MX,seedance2.0,173700,消费,-7.9902,"2026-05-18 15:49:32"
632377,tk-20260518154918-hop4z1,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:49:18"
632386,tk-20260518154918-qok93b,MX,seedance2.0,173700,消费,-7.9902,"2026-05-18 15:49:18"
632350,tk-20260518154853-071uri,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:48:53"
632193,tk-20260518154847-k4253i,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:48:47"
632344,tk-20260518154839-8tvt5e,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:48:39"
632343,tk-20260518154837-d8ht63,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:48:37"
632339,tk-20260518154828-emfgmo,MX,seedance2.0,130990,消费,-6.0255,"2026-05-18 15:48:28"
632326,tk-20260518154818-1urrsk,MX,seedance2.0,173700,消费,-7.9902,"2026-05-18 15:48:18"
632161,tk-20260518154811-i5mv2z,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 15:48:11"
632160,tk-20260518154808-val44n,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:48:08"
632314,tk-20260518154804-mwm1s4,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:48:04"
632313,tk-20260518154759-jkhlt5,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 15:47:59"
632300,tk-20260518154758-6hrn17,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:47:58"
632299,tk-20260518154755-359x3e,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:47:55"
632292,tk-20260518154749-0ezc3j,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 15:47:49"
632295,tk-20260518154743-u7vhiq,MX,seedance2.0,130990,消费,-6.0255,"2026-05-18 15:47:43"
632254,tk-20260518154648-nc8q4w,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 15:46:48"
632250,tk-20260518154645-45tgka,MX,seedance2.0,173700,消费,-7.9902,"2026-05-18 15:46:45"
632243,tk-20260518154636-h4bvz3,MX,seedance2.0,195300,消费,-8.9838,"2026-05-18 15:46:36"
632083,tk-20260518154628-pmp80f,MX,seedance2.0,130500,消费,-6.0030,"2026-05-18 15:46:28"
632229,tk-20260518154624-9avzr4,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:46:24"
632075,tk-20260518154622-easvtw,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 15:46:22"
632220,tk-20260518154620-kqj25o,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:46:20"
632212,tk-20260518154610-1oiglo,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:46:10"
632211,tk-20260518154606-g6a6sq,MX,seedance2.0,195300,消费,-8.9838,"2026-05-18 15:46:06"
632197,tk-20260518154554-k2e1lb,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:45:54"
632056,tk-20260518154551-3xv175,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 15:45:51"
632346,tk-20260518154545-asj0xl,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:45:45"
632187,tk-20260518154539-xz9g11,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:45:39"
632186,tk-20260518154538-w1dmtu,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 15:45:38"
632170,tk-20260518154514-21eqi0,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:45:14"
632157,tk-20260518154506-vv4m55,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:45:06"
632297,tk-20260518154453-cy7mk2,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:44:53"
632005,tk-20260518154452-js1epa,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:44:52"
632135,tk-20260518154442-s9gdt0,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:44:42"
632129,tk-20260518154430-n9780b,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:44:30"
632128,tk-20260518154429-sqtb6n,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:44:29"
631989,tk-20260518154422-3ke4jv,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:44:22"
632102,tk-20260518154350-3wnpds,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:43:50"
632100,tk-20260518154348-bz82tb,MX,seedance2.0,173700,消费,-7.9902,"2026-05-18 15:43:48"
632093,tk-20260518154339-1bbl3z,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:43:39"
632091,tk-20260518154338-awysmf,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:43:38"
632074,tk-20260518154321-r5c13g,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:43:21"
631944,tk-20260518154315-pguiny,MX,seedance2.0,108900,消费,-5.0094,"2026-05-18 15:43:15"
632066,tk-20260518154306-dzv9g5,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 15:43:06"
632058,tk-20260518154251-acwmyy,MX,seedance2.0,303300,消费,-13.9518,"2026-05-18 15:42:51"
631909,tk-20260518154240-ylzt9e,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:42:40"
632029,tk-20260518154211-84wviw,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:42:11"
632012,tk-20260518154159-8am7rq,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:41:59"
632009,tk-20260518154157-x49df5,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:41:57"
631870,tk-20260518154142-uy53w8,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:41:42"
631995,tk-20260518154133-ai3kh1,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:41:33"
631865,tk-20260518154116-op0k6m,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 15:41:16"
631846,tk-20260518154111-ltj7d3,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:41:11"
631841,tk-20260518154108-tnfq8y,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 15:41:08"
631978,tk-20260518154051-nsioxz,MX,seedance2.0,281700,消费,-12.9582,"2026-05-18 15:40:51"
631970,tk-20260518154049-xvdmcb,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:40:49"
631967,tk-20260518154038-bbliag,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:40:38"
631952,tk-20260518154013-51eon0,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:40:13"
631803,tk-20260518154008-hfm7mm,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:40:08"
631905,tk-20260518153937-h6p2go,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:39:37"
631890,tk-20260518153918-pbjw0o,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:39:18"
631889,tk-20260518153911-vrfu0q,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 15:39:11"
631883,tk-20260518153905-wxazn5,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:39:05"
631750,tk-20260518153853-sgrfql,MX,seedance2.0,152100,消费,-6.9966,"2026-05-18 15:38:53"
631751,tk-20260518153853-isquvc,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:38:53"
631874,tk-20260518153846-5ijj3i,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:38:46"
631864,tk-20260518153832-ydazbd,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:38:32"
631850,tk-20260518153815-yn9wfh,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:38:15"
631725,tk-20260518153804-wxysfy,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 15:38:04"
631845,tk-20260518153804-m264rd,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 15:38:04"
631836,tk-20260518153756-b3cg0u,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:37:56"
631715,tk-20260518153750-00qpdw,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 15:37:50"
631826,tk-20260518153732-13jrkd,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:37:32"
631814,tk-20260518153722-7g2ix0,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:37:22"
631699,tk-20260518153721-sdiazz,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 15:37:21"
631807,tk-20260518153717-mjj5iy,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:37:17"
631806,tk-20260518153713-uwop27,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:37:13"
631567,tk-20260518153657-rjnug5,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 15:36:57"
631682,tk-20260518153654-v55fls,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 15:36:54"
631780,tk-20260518153630-dr0ify,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:36:30"
631666,tk-20260518153625-dpzkbt,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:36:25"
631665,tk-20260518153622-i3r0lx,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 15:36:22"
631541,tk-20260518153618-63hwt3,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 15:36:18"
631774,tk-20260518153611-jbbypc,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 15:36:11"
631643,tk-20260518153548-4y5dbb,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:35:48"
631743,tk-20260518153540-n8b5es,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:35:40"
631612,tk-20260518153504-1rcokg,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 15:35:04"
631833,tk-20260518153450-ua3t7t,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:34:50"
631602,tk-20260518153448-rbwlwr,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:34:48"
631713,tk-20260518153443-p7yu9a,MX,seedance2.0,173700,消费,-7.9902,"2026-05-18 15:34:43"
631583,tk-20260518153419-zsk6ba,MX,seedance2.0,108900,消费,-5.0094,"2026-05-18 15:34:19"
632073,tk-20260518153414-7ladnj,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:34:14"
631937,tk-20260518153409-hnz6b6,MX,seedance2.0,130500,消费,-6.0030,"2026-05-18 15:34:09"
631691,tk-20260518153356-1778jg,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:33:56"
631686,tk-20260518153345-zv83ac,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:33:45"
631678,tk-20260518153336-oaztir,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:33:36"
631532,tk-20260518153305-clgaj2,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 15:33:05"
631650,tk-20260518153302-i7g2z2,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 15:33:02"
631506,tk-20260518153238-9fn0dd,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:32:38"
631640,tk-20260518153237-xnxmb4,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:32:37"
631633,tk-20260518153235-y47rjd,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 15:32:35"
631499,tk-20260518153230-172qbz,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:32:30"
631629,tk-20260518153230-quu47f,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:32:30"
631624,tk-20260518153224-1tuzxj,MX,seedance2.0,108900,消费,-5.0094,"2026-05-18 15:32:24"
631618,tk-20260518153202-ldsx08,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:32:02"
631484,tk-20260518153159-ngudv0,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:31:59"
631596,tk-20260518153135-qte0xo,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:31:35"
631578,tk-20260518153106-b85pn2,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:31:06"
631438,tk-20260518153056-70mr0t,MX,seedance2.0,108900,消费,-5.0094,"2026-05-18 15:30:56"
631435,tk-20260518153047-quxoua,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 15:30:47"
631684,tk-20260518153046-dbjq8w,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:30:46"
631556,tk-20260518153035-jf45vt,MX,seedance2.0,130500,消费,-6.0030,"2026-05-18 15:30:35"
631539,tk-20260518153005-dz7lmc,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:30:05"
631509,tk-20260518152940-z9oofb,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 15:29:40"
631379,tk-20260518152914-5b2lit,MX,seedance2.0,173700,消费,-7.9902,"2026-05-18 15:29:14"
631488,tk-20260518152910-ow0em1,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:29:10"
631364,tk-20260518152902-x1m74q,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:29:02"
631487,tk-20260518152900-3z6yqg,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:29:00"
631475,tk-20260518152843-501sex,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:28:43"
631445,tk-20260518152804-3pbrw8,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:28:04"
631429,tk-20260518152733-0q5udw,MX,seedance2.0,152100,消费,-6.9966,"2026-05-18 15:27:33"
631289,tk-20260518152710-ul1fik,MX,seedance2.0,152100,消费,-6.9966,"2026-05-18 15:27:11"
631273,tk-20260518152643-r2jgc7,MX,seedance2.0,130500,消费,-6.0030,"2026-05-18 15:26:43"
631385,tk-20260518152630-3zpxyl,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 15:26:30"
631387,tk-20260518152630-oy5n90,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:26:30"
631384,tk-20260518152616-lipscj,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:26:16"
631368,tk-20260518152612-bv2g3u,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:26:12"
631236,tk-20260518152606-193na1,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:26:06"
631231,tk-20260518152558-hbukga,MX,seedance2.0,173700,消费,-7.9902,"2026-05-18 15:25:58"
631353,tk-20260518152550-pwuyfk,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:25:50"
631352,tk-20260518152548-0jbtjl,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:25:48"
631224,tk-20260518152545-sch7z6,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:25:45"
631218,tk-20260518152538-i6kr1u,MX,seedance2.0,260100,消费,-11.9646,"2026-05-18 15:25:38"
631345,tk-20260518152532-xzd9qb,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:25:32"
631309,tk-20260518152440-dkhx1s,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:24:40"
631310,tk-20260518152440-f59bbm,MX,seedance2.0,152100,消费,-6.9966,"2026-05-18 15:24:40"
631288,tk-20260518152406-m158ad,MX,seedance2.0,108900,消费,-5.0094,"2026-05-18 15:24:06"
631280,tk-20260518152356-bn30g7,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:23:56"
631143,tk-20260518152338-aypgqt,MX,seedance2.0,108900,消费,-5.0094,"2026-05-18 15:23:38"
631141,tk-20260518152335-xuea83,MX,seedance2.0,130500,消费,-6.0030,"2026-05-18 15:23:35"
631272,tk-20260518152334-l111p4,MX,seedance2.0,151078,消费,-6.9495,"2026-05-18 15:23:34"
631259,tk-20260518152328-76yeex,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:23:28"
631136,tk-20260518152325-5wqk02,MX,seedance2.0,130500,消费,-6.0030,"2026-05-18 15:23:25"
631252,tk-20260518152316-x4uq8t,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:23:16"
631244,tk-20260518152312-2euu83,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:23:12"
631245,tk-20260518152307-hx8xg0,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:23:07"
631126,tk-20260518152301-698de2,MX,seedance2.0,216900,消费,-9.9774,"2026-05-18 15:23:01"
631112,tk-20260518152239-kx0p5e,MX,seedance2.0,152100,消费,-6.9966,"2026-05-18 15:22:39"
631106,tk-20260518152237-m0ii50,MX,seedance2.0,87300,消费,-4.0158,"2026-05-18 15:22:37"
631205,tk-20260518152219-vaaiq6,MX,seedance2.0,324900,消费,-14.9454,"2026-05-18 15:22:19"
